EXTRACT_URL_NAME	EXTRACT_SITE_NAME	EXTRACT_SITE_URL	EXTRACT_BASE_NAME	DATE_TIME	DATE_TIME_IS_EXTRACT_COMPLETED_FLG	TITLE_NAME	TITLE_NAME_IS_EXTRACT_COMPLETED_FLG
https://www.effectiveperlprogramming.com/2017/04/you-must-escape-the-left-brace-in-a-regex	The Effective Perler 正規表現	https://www.effectiveperlprogramming.com/category/book/chapters/regular-expressions/page/	com-effectiveperlprogramming-www	Posted by brian d foy on April 26, 2017	1	You must escape the left brace in a regex	1
https://www.effectiveperlprogramming.com/2017/04/you-must-escape-the-left-brace-in-a-regex/#respond	The Effective Perler 正規表現	https://www.effectiveperlprogramming.com/category/book/chapters/regular-expressions/page/	com-effectiveperlprogramming-www	Posted by brian d foy on April 26, 2017	1	You must escape the left brace in a regex	1
https://www.effectiveperlprogramming.com/2018/10/use-capture-to-get-a-list-of-all-the-capture-buffers	The Effective Perler 正規表現	https://www.effectiveperlprogramming.com/category/book/chapters/regular-expressions/page/	com-effectiveperlprogramming-www	Posted by brian d foy on October 3, 2018	1	Use @{^CAPTURE} to get a list of all the capture buffers	1
https://www.effectiveperlprogramming.com/2018/10/use-capture-to-get-a-list-of-all-the-capture-buffers/#comments	The Effective Perler 正規表現	https://www.effectiveperlprogramming.com/category/book/chapters/regular-expressions/page/	com-effectiveperlprogramming-www	Posted by brian d foy on October 3, 2018	1	Use @{^CAPTURE} to get a list of all the capture buffers	1
https://www.effectiveperlprogramming.com/2018/12/perl-v5-30-lets-you-match-more-with-the-general-quantifier	The Effective Perler 正規表現	https://www.effectiveperlprogramming.com/category/book/chapters/regular-expressions/page/	com-effectiveperlprogramming-www	Posted by brian d foy on December 3, 2018	1	Perl v5.30 lets you match more with the general quantifier	1
https://www.effectiveperlprogramming.com/2018/12/perl-v5-30-lets-you-match-more-with-the-general-quantifier/#comments	The Effective Perler 正規表現	https://www.effectiveperlprogramming.com/category/book/chapters/regular-expressions/page/	com-effectiveperlprogramming-www	Posted by brian d foy on December 3, 2018	1	Perl v5.30 lets you match more with the general quantifier	1
https://www.effectiveperlprogramming.com/2019/02/use-alpha-assertions-for-more-understandable-regexes	The Effective Perler 正規表現	https://www.effectiveperlprogramming.com/category/book/chapters/regular-expressions/page/	com-effectiveperlprogramming-www	Posted by brian d foy on February 27, 2019	1	Use alpha assertions for more understandable regexes	1
https://www.effectiveperlprogramming.com/2019/02/use-alpha-assertions-for-more-understandable-regexes/#respond	The Effective Perler 正規表現	https://www.effectiveperlprogramming.com/category/book/chapters/regular-expressions/page/	com-effectiveperlprogramming-www	Posted by brian d foy on February 27, 2019	1	Use alpha assertions for more understandable regexes	1
https://www.effectiveperlprogramming.com/2019/03/match-only-the-same-unicode-script	The Effective Perler 正規表現	https://www.effectiveperlprogramming.com/category/book/chapters/regular-expressions/page/	com-effectiveperlprogramming-www	Posted by brian d foy on March 14, 2019	1	Match only the same Unicode script	1
https://www.effectiveperlprogramming.com/2019/03/match-only-the-same-unicode-script/#respond	The Effective Perler 正規表現	https://www.effectiveperlprogramming.com/category/book/chapters/regular-expressions/page/	com-effectiveperlprogramming-www	Posted by brian d foy on March 14, 2019	1	Match only the same Unicode script	1
https://www.effectiveperlprogramming.com/2019/03/use-atomic-matching-for-complex-non-backtracking	The Effective Perler 正規表現	https://www.effectiveperlprogramming.com/category/book/chapters/regular-expressions/page/	com-effectiveperlprogramming-www	Posted by brian d foy on March 12, 2019	1	Use atomic matching for complex non-backtracking	1
https://www.effectiveperlprogramming.com/2019/03/use-atomic-matching-for-complex-non-backtracking/#respond	The Effective Perler 正規表現	https://www.effectiveperlprogramming.com/category/book/chapters/regular-expressions/page/	com-effectiveperlprogramming-www	Posted by brian d foy on March 12, 2019	1	Use atomic matching for complex non-backtracking	1
https://www.effectiveperlprogramming.com/2019/09/single-quoted-qr-slash-n	The Effective Perler 正規表現	https://www.effectiveperlprogramming.com/category/book/chapters/regular-expressions/page/	com-effectiveperlprogramming-www	Posted by brian d foy on September 29, 2019	1	Perl 5.30 fixes single quoted qr” with \N{}	1
https://www.effectiveperlprogramming.com/2019/09/single-quoted-qr-slash-n/#respond	The Effective Perler 正規表現	https://www.effectiveperlprogramming.com/category/book/chapters/regular-expressions/page/	com-effectiveperlprogramming-www	Posted by brian d foy on September 29, 2019	1	Perl 5.30 fixes single quoted qr” with \N{}	1
https://www.effectiveperlprogramming.com/2020/03/use-a-variable-width-lookbehind-if-it-wont-match-more-than-255-characters	The Effective Perler 正規表現	https://www.effectiveperlprogramming.com/category/book/chapters/regular-expressions/page/	com-effectiveperlprogramming-www	Posted by brian d foy on March 26, 2020	1	Use a variable-width lookbehind if it won’t match more than 255 characters	1
